CV_number;CV_text_brut
CV_69;"INGÉNIEUR EN
INFORMATIQUE

Coordonnées

PAR 7)

©

10, rue d'Alésia,
75014 Paris, France

D<

Bonjouresitevraimentsuper.fr
www.sitevraimentsuper.fr

Linkedin : esitevraimentsuper

 

JULIE
PARVOIT

 

Je suis une ingénieur en informatique avec plus de vingt ans
d'expérience dans le secteur de la technologie, qui peut fournir
une expertise précieuse pour les entreprises qui démarrent.

DOMAINES D'EXPERTISE

 

+ J'ai travaillé sur différents types de projets, et j'ai maîtrisé
plusieurs langages de programmation et de codage, de même que
j'ai effectué des tests et des débogage de logiciels

EXPÉRIENCE PROFESSIONNELLE

 

INGÉNIEUR LOGICIEL EN CHEF
LA TECHNOLOGIE CÂBLÉE | MAI 2020 - À AUJOURD'HUI

+ Gestion de la plus grande équipe d'ingénieurs logiciel de la société
. S'assurer que les projets majeurs suivent la chronologie établie
+ Communiquer les besoins de l'équipe aux autres départements

INGÉNIEUR LOGICIEL PRINCIPAL
LES STRATÉGIES LOGICIELLES | MAI 2015 - MARS 2020

e Concevoir et développer des systèmes d'information pour les clients
. Aider l'équipe sur les différents aspects des projets
+ Gestion d'équipe lorsque le chef d'équipe est indisponible

FORMATION SCOLAIRE

 

UNIVERSITÉ DE CHARENTON
MASTER EN INGÉNIERIE LOGICIELLE, CLASSE DE 2008

+ Diplômée avec les honneurs

+ Maîtrise en programmation avancée

+ À travaillé en tant que superviseur étudiant pour
le bureau technique de l'université de Charenton"
CV_70;"HENRIETTE
MICHEL

Analyste financière

RÉSUMÉ DU PROFIL

J'ai une licence d'économie, de l'expérience dans les finances et la
gestion et je cherche des opportunités où je peux utiliser mon

savoir-faire qui me mettent au défi de m'améliorer.

EXPÉRIENCE PROFESSIONNELLE

Stagiaire en gestion
COMPAGNIE BOUVIER | OCT. 2019 - PRÉSENT

- Aide avec le budget annuel et la projection des ventes
- Travaille en collaboration avec les dirigeants pour connaître les

comptes existants et les opérations commerciales

Stagiaire dans une équipe financière
GROUPE GLOBAL | DÉC 2018 - OCT. 2019

- Préparer et analyser les états financiers
- Calculer les rapports et les a comparés avec les normes du secteur

- Participer à des formations spécialisées

COORDONNÉES

Téléphone : O1 23 45 67 89
E-mail bonjour @sitevraimentsuper.fr
Site web :www.sitevraimentsuper.fr

Adresse : 12 rue de la Paix, 75110 Paris

RÉUSSITES PROFESSIONNELLES

- Nommée 3 fois « Employée du Mois » par le groupe Global

- Mentionnée dans la liste « Les 30 de moins de 30 ans » dans le
magazine Économiste

- À présenté un argument de vente qui a sécurisé un compte d'un

million d'euros

PARCOURS UNIVERSITAIRE

Université de Bordeaux

LICENCE EN SCIENCES ÉCONOMIQUES,
PROMOTION 2020

- de 2016 à 2020

- Major de promotion

- Secrétaire du conseil des étudiants, 2020
- Membre fondatrice du CEP de l'université

Lycée de Condorcet

MAJOR DE PROMOTION, 2016
- Moyenne de 18/20

- Félicitations du jury
- Secrétaire du conseil des étudiants en 2015

- Éditrice du journal étudiant La Chronique

COMPÉTENCES

- Grandes compétences d'analyse
- Soucieuse du détail

- Bonnes connaissances en prévisions financières

- Bonne compréhension de la terminologie et des principes des

données financières"
CV_71;"01-23-45-67-89

Akira Thomas bonjour@canvasupersite.fr

12 rue de la Paix, 75002 Paris

 

Le 27 juillet 2025

Julie DaSilva,
Directrice des
ressources humaines

Ligne de vêtements
Iconographie

12 rue des Lilas,
33000 Bordeaux

Chère Mme Dasilva,

Une lettre de motivation vous permet de vous présenter professionnellement à un
employeur potentiel. Votre objectif, en rédigeant votre lettre de motivation, devrait
être d'encourager l'employeur à lire votre curriculum vitae et à vous envisager pour
un poste spécifique.

Mettez en valeur vos accomplissements, vos compétences, vos expériences et votre
formation qui sont pertinentes pour Le poste que vous souhaitez obtenir.
Cependant, évitez de simplement répéter les informations que vous avez incluses
dans votre CV. Adaptez votre lettre de motivation à chaque employeur et à chaque
poste.

Puisque vous convoitez des postes spécifiques, donnez des exemples et des
événements spécifiques qui démontrent votre capacité à bien réaliser votre mission
si le poste vous est attribué. Oui, vous devez conserver un air professionnel tout au
long de la lettre.

Cependant, un ton excessivement formel peut décourager ceux qui la lisent.
N'oubliez pas de montrer également un véritable enthousiasme pour le travail. Vous
pouvez le voir de cette façon : ce n'est pas un événement en costume-cravate, mais
un rassemblement chic et décontracté.

Évitez les informations très personnelles et les questions sur le poste. Cela inclut de
parler des attentes salariales et des avantages sociaux de l'entreprise. Au lieu de
cela, réservez ces demandes pour l'entretien proprement dit.

Assurez-vous de relire votre lettre de motivation avant de l'envoyer. ILexiste divers
outils en ligne qui peuvent vous aider à détecter des erreurs grammaticales ou
typographiques mineures.

De plus, assurez-vous que votre lettre de motivation est facile à lire. Utilisez une
police simple comme celle utilisée ici. De plus, évitez les blocs de texte. Diviser votre
lettre en paragraphes la rend agréable pour les yeux et organise les informations
que vous fournissez.

Je vous prie d'agréer, Madame DaSilva, l'expression de mes salutations distinguées.

Akira Thomas"
CV_72;"OLIVIA VILLIERS

ASTROCHIMISTE

 

PROFIL PERSONNEL

Astrochimiste publiée effectuant des recherches sur les réactions
des molécules aux expositions aux radiations depuis une dizaine
d'années Chercheuse et mentore dévouée.

 

 

 

DOMAINES
D'ÉTUDES

- Molécules complexes interstellaires

- Comportement moléculaire irradié

- Évolution moléculaire des nébuleuses

- Identification chimique par détection de
rayonnement

PUBLICATIONS

- « Création de composé dans les nébuleuses » 2020.

Magazine d'astrochimie, Numéro 15
- « Simulation radioactive pour les éléments », 2019.
Journal des sciences astronomiques Vol 2

COORDONNÉES

Adresse : 4, rue de la Vallée,

93 300 Aubervilliers, France

Téléphone : 01 28 65 76 22 E-mail :
bonjour@sitevraimentsuper.fr

Site internet : www.sitevraimentsuper.fr

 

EXPÉRIENCE PROFESSIONNELLE

Astrochimiste
Laboratoire Condorcet | mars 2020 - aujourd'hui

- Direction des principaux projets de chimie de l'entreprise

- Préparation des directives de recherche et de sécurité à suivre par le
département

- Supervision de l'équipe de chimistes

Astrochimiste assistante

Institut des sciences chimiques | août 2018 - février 2020

- Collaboration avec des chercheurs en chef sur des projets vitaux
- Révision des directives de procédure pour améliorer la sécurité et les
performances en laboratoire

FORMATION
UNIVERSITAIRE

Université de Condorcet

Doctorat en astrochimie | juin 2018

- Thèse de doctorat : Création de composés organiques dans des environnements
infrarouges
- Chargée de cours : Procédures de laboratoire pour la recherche en astrochimie

Université de Tour-du-Roi

Licence en chimie | juin 2012

- Cheffe de promotion 2012

- Diplôme en physique chimique

- Spécialité astronomie et sciences spatiales

- Membre de l'Amicale des étudiants scientifiques"
CV_73;"PIERRE
MARNIER

ENSEIGNANT UNIVERSITAIRE

EXPÉRIENCE DE TRAVAIL

LYCÉE DE CONDORCET

ENSEIGNANT REMPLAÇANT 2011-2012

Professeur remplaçant d'anglais et d'histoire. Cours de soutien
après l'école pour les élèves en échec. Enseignement de cours
de rattrapage en anglais et en histoire à des élèves de 3e et 4e
années. Maintien d'un haut niveau de discipline des étudiants et

résolution des conflits en classe.

ÉCOLE PRIMAIRE CONDORCET

PROFESSEURE DES ÉCOLES EN C.E.I 2012 - PRÉSENT

À co-conçu un plan de cours pour une classe de vingt et un élèves
différents | À fourni une variété d'expériences d'apprentissage
pratiques qui comprenaient l'utilisation de méthodes d'enseignement
modernes | À créé d'un environnement de classe favorable, stimulant

et encourageant pour tous les élèves

ÉDUCATION

UNIVERSITÉ DE CONDORCET

Licence en littérature anglaise PROMO 2011

UNIVERSITÉ SAINT-GERMAIN

Master en éducation PROMO 2015

01 23 45 67 89
LOT OU re ITS Te = (AUS

STEEL Re

75000 Paris

BÉRTÉCECITe 1er LCCLR ON AE Re]
LCR Eu Re)
LOC HER ERe otre 11 ENS
l'éducation, où je peux mettre
en pratique mes connaissances

LOU ut lut- (lt ln

Développement des élèves

Gestion de la classe

MER tre telle

(TUE CAC LE EROINTTS
(OUR RAA ER CES

Maîtrise de MS Office

DEEE UE LUE"
CV_74;"HÉLÈNE
MICHEL

DRAMATURGE

 

PLUS D'INFORMATIONS À MON SUJET

J'écris des pièces pour les productions
Ajaccio depuis 2013. Mes œuvres ont été
reconnues par l'association des théâtres
français et ont été jouées sur des scènes
internationales.

PRIX ET RÉALISATIONS

- Dramaturge de l'année (2020) -
Scénariste de l'année (2019) - Meilleure
dramaturge (catégorie théâtre, 2018) -
Meilleur espoir en dramaturgie (2011)

COORDONNÉES

Téléphone : O1 23 45 67 89
Portable : 06 23 56 89 40
bonjour@sitevraimentsuper.fr
www.sitevraimentsuper.fr 12 rue
Desaix, 75003 Paris

EXPÉRIENCE PROFESSIONNELLE

Dramaturge

Le pêché révélé {Productions Ajaccio, 2015)

J'ai écrit la totalité du scénario et j'ai dirigé plus de 30
acteurs et actrices dans la pièce primée. J'ai aidé à produire
et à finaliser la production.

Dramaturge
Productions de théâtre Polichinelle (2010 - 2015)

- J'ai co-écrit et dirigée 15 longues pièces sous la direction d'un des
plus grands dramaturges de la région
- J'ai aidé divers dramaturges à finir leurs pièces

FORMATION UNIVERSITAIRE

Université de Condorcet
Licence LLCE, 2009

- Présidente du syndicat des étudiants - Vice-présidente
du club de dramaturgie - Membre et bénévole du
centre de soutien aux étudiants - Membre du club de
théâtre - Membre du club de lecture

Lycée François Mittérand

Baccalauréat 2005, mention très bien

- Vice-Présidente du conseil des délégués de la vie
lycéenne - Vice-Présidente du club de théâtre -
Membre du club d'anglais - Membre du Simul'ONU
- Membre de l'équipe de basket-ball

CENTRES D'INTÉRÊTS ET LOISIRS

Outre écrire des pièces, je suis Une passionnée de lecture et de
voyages. Quand j'ai du temps libre, je cuisine, je plante des fleurs,
je chante. je fais du bénévolat, de l'escalade et des marathons"
CV_75;"PROFIL PERSONNEL

Je suis une représentante du service client expérimentée
avec des résultats prouvés de résolution rapide de
problèmes complexes et de fidélisation des clients.

QUALITÉS PRINCIPALES

- Résolution des conflits
- Excellentes compétences dans le domaine de la communication
- Résolution des problèmes

- Service et soutien

- Déontologie

- Grande attention aux détails

INFORMATIONS DE CONTACT

Portable : 06 12 34 56 78

Téléphone: 01 23 45 67 89

Courriel: bonjouresitevraimentsuper.fr
Site Web : www.sitevraimentsuper.fr
Adresse : 12 rue Desaix, 75002 Paris

MES RÉFÉRENCES

Bernard Maurin, Télécommunications hexagonales
O1 33 44 55 66 bonjouresitevraimentsuper.fr
Renée Poitiers Entreprise Solutions numériques

01 22 77 8899

bonjouresitevraimentsuper.fr

CÉLIA
ROBERT

REPRÉSENTANTE SERVICE CLIENT

EXPÉRIENCE PROFESSIONNELLE

Chef de service client

TÉLÉCOMMUNICATIONS HEXAGONALES 2020 -
PRÉSENT

- Satisfait en moyenne 300 demandes d'informations par semaine
- Aide l'entreprise à obtenir d'excellents indices de satisfaction du service client
- Forme les nouveaux représentants de service client

Agent de service client
ENTREPRISES SOLUTIONS NUMÉRIQUES 2017-2020

- Adresse les demandes des clients dans un délai convenable
- Obtient un indice de satisfaction des clients de 98 %
- Fournit des informations pertinentes pour améliorer la procédure interne

FORMATION PROFESSIONNELLE

Université Beaudoin
LICENCE ADMINISTRATION ET GESTION DES ENTREPRISES

- Moyenne de 16/20 - Félicitations du jury
- Éditrice du journal de l'université
- Membre de l'équipe de natation pendant 3 ans

Lycée Marie Curie
BACCALAURÉAT 2012

- Moyenne générale de 18/20
- Capitaine de l'équipe de natation

- Journaliste au Journal du lycée

- Responsable de la mise en page de la page Facebook du lycée"
CV_76;"CÉLIA ROBERT

ANTHROPOLOGUE

 

 

 

PARCOURS

Je suis une chercheuse dotée d'excellentes
compétences en communication, tant écrites
qu'orales. Je dispose de compétence et d'une

expérience en anthropologie culturelle et sociale.

COMPÉTENCES EN RECHERCHE

- Connaissances approfondies en anthropologie
- Programmes Microsoft Office
- Édition de textes
- Recherche et collecte et encodage de données
- Évaluation et présentation des données

MES COORDONNÉES

12 rue de la Paix, 75000 Paris
bonjour@sitevraimentsuper.fr
www.sitevraimentsuper.fr
Portable : 01 23 45 67 89
Fixe : 01 23 45 67 89

MON EXPÉRIENCE

Coordinatrice de recherche
Société de commerce Saint-Germain | juin 2019 - juillet 2020

Organisation et réalisation d'entretiens avec des clients et des sujets.
Présentation de publications de recherche et identification de domaines à
améliorer et à étendre.

Assistante de recherche
Le Groupe de Recherche Condorcet | février 2017 - mai 2019

Évaluation des ressources et production des livrables dans les délais. Établissement de directives de
recherche parallèlement à la collecte de données pour des projets, des rapports et des présentations.

MA FORMATION UNIVERSITAIRE

Université Saint-Germain
Diplômée avec mention Très bien | 2015 - 2017

- Obtention d'une maîtrise en anthropologie culturelle
- Rédaction d'une thèse et d'une critique sur les systèmes sociaux des
communautés minoritaires de Condorcet

Université de Saint-Denis
Diplômée avec mention Très bien | 2012 - 2016

- Licence en anthropologie avec une sous-spécialité en sociologie
- Rédaction d'une thèse sur le développement de la vie sociale et des biens
culturels des communautés

MES RÉALISATIONS

- Meilleure thèse de l'Université Paris en 2016
- Publiée dans la revue anthropologique de Paris
- Chercheuse émérite de l'année 2018"
CV_77;"MARION CARISELLE

LICENCE DE BIOLOGIE

 

PROFIL PERSONNEL

Je suis une étudiant de l'Université de Condorcet
désireuse de faire un stage dans le domaine de la
santé et des sciences. Je suis très analytique,
responsable et aime travailler en équipe.

FORMATION SCOLAIRE

Université de Condorcet

FACULTÉ DES SCIENCES, PROMOTION 2021

+ Excellente performance académique

+ _ Prix du travail de recherche

+ Membre du journal des sciences de l'université
+ _ Étudiante de l'année durant 2 ans

Lycée de Condorcet

CHEFFE DE PROMOTION, 2014-2017

+ Cheffe de Promotion

+ _ Prix du projet scientifique 2 ans de
suite

+ _ Prix du meilleur étudiant en science 4
ans de suite

+ Président du club de sciences

ACCOMPLISSEMENTS

1.Excellente performance académique durant le
cours des études Prix du meilleur jeune
scientifique Meilleure thèse indépendante
Président du club de sciences de l'université de
Condorcet

EXPÉRIENCE PROFESSIONNELLE

Assistante de Laboratoire

LABO DE CONDORCET + AVRIL 2021 À PRÉSENT

°__ Configuration et surveillance de divers tests de laboratoire

. Aide à la maintenance du laboratoire
. Soutien au personnel principal
e. Traitement et analyse des échantillons

Tutrice de biologie au lycée
LYCÉE CONDORCET + MAI 2016 À AVRIL 2021

°_ Soutien aux étudiants en maîtrise en biologie
+ Collaboration avec d'autres tuteurs en

sciences pour créer un programme d'études
°_ Prix du «Tuteur de l'année »

RÉFÉRENCES Dr Mathieu Grover| Professeur, Université de Condorcet
Dr Martin Nadot | Directeur du laboratoire Condorcet
Ariane Ariel | Responsable du tutorat au lycée de Condorcet

SE

(® Da

= h bonjour@sitevraimentsuper.fr
Ce 3, rue de la République J p
75002 Paris

Linkedin : @sitevraimentsuper."
CV_78;"PRIX/RÉFÉRENCES

- Prix du Meilleur Film indépendant, 2017

- Prix Lumières du meilleur espoir féminin, 2016

- Ruban d'argent du meilleur espoir féminin, 2016
- César de la meilleure actrice, 2015

- Prix Goya du meilleur espoir féminin, 2015

COORDONNÉES

Téléphone : 01 23 45 67 89
Portable : 01 23 45 67 89

Adresse : 12 rue Desaix, 75110 Paris
E-mail :
bonjouresitevraimentsuper.fr
www.sitevraimentsuper.fr

COMPÉTENCES SUPPLÉMENTAIRES

- Je parle couramment en trois langues (français,
chinois et anglais)

- J'ai été formée à la danse et au chant classiques
- J'ai également été mannequin

JACQUELINE THOMAS

ACTRICE PROFESSIONNELLE

 

PROFIL PROFESSIONNEL

Je suis une actrice de 27 ans avec une dizaine d'années d'expérience dans le cinéma et le théâtre. J'aime
particulièrement jouer des rôles dans des comédies musicales, des drames et des comédies.

 

EXPÉRIENCE EN TANT QU'ACTRICE

FILM ET TÉLÉVISION
J'ai principalement joué dans des films dramatiques.

2019 - Nicole dans « L'espace réservé aux choses » (Réalisation Sabine Durant)
2018 - Marise dans « Le secret » (Réalisation Aline Dufour)
2017 - Jeanne dans « Elle » (Réalisation Marie André)

THÉÂTRE (LISTE PARTIELLE)
J'adore chanter et jouer dans des comédies musicales.

2018 - Anne dans « La Reine et moi » (Théâtre de Condorcet)
2017 - Marine dans « La Lionne » (Théâtre de Condorcet)
2016 - Sabine dans « Le chant du train » (Théâtre La Luciole)

MON PARCOURS UNIVERSITAIRE

UNIVERSITÉ DE LYON
Bachelier en Communications, Juin 2015

- Mineure en production théätrale

- Diplômée avec distinction (18/20)

- Membre fondateur du Cercle des arts de la scène
- Membre de la Fondation du théâtre de Condorcet

LYCÉE DE CONDORCET
Diplôme, Major de Promotion 2011

- Mention très bien
- Meilleure en anglais et en arts de la scène

- Membre, troupe de danse et de théâtre

- J'ai joué le rôle principal dans la pièce commémorative
pour l'anniversaire de l'Université"
CV_79;"TÉO ARNAUD

PROFESSEUR D'ANGLAIS

Récapitulatif professionnel

SÉRIE CUT Etat lE TE VEN ECTe [EI
encourage les étudiants à avoir une pensée

critique et créative. J'enseigne également
l'espagnol.

Don ENTER Sd

HET)

Littérature et langue anglaise
CASE TU

5. Notation, rapports et évaluation

Contactez-moi :

Email : bonjour@sitevraimentsuper.fr
Site web : www.sitevraimentsuper.fr
RC RO VE IL at e CA: ol EEE
12 rue du brie 77600 Bry-sur-Marne

 

 

Expérience de travail
Professeur d'anglais au collège

Collège Marie Curie | octobre 2018 - présent

1.Enseignement aux élèves de Ge, 5e et 4e
2.Professeur principal de 30 élèves
3.Aïder le Directeur du département de langue anglaise à organiser des événements

Professeur au collège et au lycée

Lycée Blaise Pascal | juin 2016 - septembre 2018

1.Enseignement de l'anglais de la 6e à la 1ère

2.Préparation de leçons complètes qui encouragent les étudiants à développer leur créativité
3.Organiser les rencontres du groupe de lecture

Parcours universitaire
Université Descartes

CAPES | mai 2015

1.Certificat de l'enseignement professionnel
2.Suivi de cours d'éducation. de psychologie et de communication publique
3.Réalisation de classes test en anglais et théâtre

Université Paris-Dauphine
Licence d'anglais | juillet 2010
1.Licence de littérature anglaise, mineure en communication - Mention très bien

2.Tutrice en écriture, centre Académia
3.Assistante professeure d'espagnol, institut du langage de Hyères

Publications

«Une manière d'enseigner peu orthodoxe : Redéfinir la classe », Revue
pédagogique (2018) « Quand l'anglais et l'espagnol se rencontrent »,
Espace multiculturel (2016)"
CV_80;"MARC
BOISSEAU

Manager Social Media des ONG

 

EXPÉRIENCES PROFESSIONNELLES

Social Media Editor

Agence Dagobert I 2017-aujourd'hui

- coordination des projets
- prospection
- partenariats

Chef de projet associatif | 2015- 2016 INFOS

Les enfants indigos
Je cherche un emploi dans

Guide de communication la communication
promotion citoyenne, suivi des projets associative
FORMATION CONTACT

| . 32 rue du pont neuf,
Lycée Pierre Lou 64000, Pau
BTS gestion et comptabilité (2014) Tel: +33.64.21.92.23

marcboisseau@jetbiz.com
option vie associative

Lycée Roussel
BAC STMG (2011)

COMPÉTENCES

suivi financier
gestion des projets
analyses anticipatives"
CV_81;"RITES
Rodriguez

LES TUE AE ET TAC

 

EXPÉRIENCES PROFESSIONNELLES

e  DIRECTRICE D'ASSOCIATION

La main verte | 2018- Aujourd'hui
Chef de projet

QUI SUIS-JE?

e RESPONSABLE ASSOCIATIVE
Un geste bleu | 2016-2018
Chef de Projet Junior

Directrice Associative à la
recherche d'un poste en ONG
internationale

CONTACT FORMATION
SAVEnUERompoNn Ère e UNIVERSITÉ LA SORBONNE
75000, Paris

Tel : +33.66.23.10.79 Diplôme méditation culturelle

lucie_rodriguezcemailo.com S DTOTD ECC CUS

e BAC ES (2009)

COMPÉTENCES
.....e
.....e
Pr © outils de communication interne et externe
......e dé |
ee... management d'équipe
0... marketing associatif"
CV_82;"PHILIPPE MARTIN

AOL LE SR PTS

 

PROFIL PERSONNEL

Spécialiste de la maintenance et de
l'entretien qui travaille dans le secteur de
l'hôtellerie depuis plusieurs années et
surveille des installations techniques.

COMPÉTENCES

Travailleur assidu

Réaction rapide pour comprendre les problèmes
Résolution des problèmes

Créatif et flexible quand il le faut

D'approche facile

Excellent formateur et mentor

CONTACTEZ-MOI

Adresse :
4, rue Pascal, 93300 Aubervilliers, France

Tel :
01 28 65 76 22

E-mail :
bonjour @sitevraimentsuper.fr

Site web :
www.sitevraimentsuper.fr

EXPÉRIENCE PROFESSIONNELLE

RESPONSABLE DE LA MAINTENANCE

Hôtel Beaulieu | mai 2019 - présent

° Gestion de la maintenance des locaux et de l'entretien quotidien
°_Supervise les équipes de maintenance
e_Signale les besoins des équipes au gérant de l'hôtel

TECHNICIEN DE MAINTENANCE
Hôtel Royal | octobre 2017 - mai 2019

+ _ Évaluation de l'état des locaux et de l'équipement
° Réparation et remplacement des pièces défectueuses si nécessaire
° Création de rapports pour le gérant

FORMATION ANTÉRIEURE

IUT DAUPHINE

Master en ingénierie | mai 2019

+ _ Mention bien, major de promotion
+ _ Double cursus avec des classes de gestion des entreprises et
d'encadrement

IUT DE CONDORCET
BS en inégénie | mai 2017

+ _BS en génie civil option ingénierie structurelle et
entretien
+ Stagiaire dans l'entreprise de construction de Condorcet

A ed dd EU

Compétences de base en électricité
Compétences de base en plomberie

Connaissances en document technique unifié et procédures de conformité
Utilisation des équipements et des outils de maintenance"
CV_83;"GAËL REVINA :

DÉVELOPPEUR WEB & MOBILE

N

INFOS

Développeur web et mobile

RÉCOMPENSE

Prix Hackathon 201,
conception application
écologique, France

CONTACT

Tél : +33.76.49.87.03
174, rue des Gaulois
06000, Nice
gaeldevina@develop.com

 

4

EXPÉRIENCES PROFESSIONNELLES

 

Fondateur
Start Up ""Medina""
Développement de l'application mobile Medina.co

Développeur Web
Les petits rubans
Développement du site. Font-end, back-end

FORMATION

Epitech

Bachelor

Développement web, technique et numérique

Lycée Baptiste Poquelin
Bac ES, option économie

COMPÉTENCES

Le HTML

Le CSS

Le JavaScriptLe PHP
Le Java

Le Python

Le C++

Le C#

Le SQL"
CV_84;"À PROPOS DE MOI

Créatif et fort de 5 ans
d'expérience, je suis à la
recherche d'un emploi de
photographe dans un média
de voyage ou une agence de
tourisme

RÉCOMPENSES

°_ Gagnant du concours de
photographie de la Nature
(2012)

+ 3e au concours de l'Institut
des Arts de Lyon

CONTACT

Tél : +33.67.32.00.00

44, rue du Colonel Gré,

35000, Lyon
benjamin.clavel@mailcool.com

BENJAMIN
CLAVEL

Photographe

EXPÉRIENCES PROFESSIONNELLES

Photographe Senior
Agence de voyage Baxfair

photographe des déplacements officiels

Photographe Junior
Studio de création design

assistant photograhe, responsable mise en scène, retouches
graphiques

FORMATION

Ecole de Design
diplôme de photographie et d'illustration (2010)
Diplôme de designer(2006-2009)

Lycée Marie Curie (2006-2009)
Optention du Baccalauréat L, option Arts plastiques

COMPÉTENCES

+ Suite Adobe

+ Autodesksketch

°_ photography ansd sketches apps
° _blogging & video"
CV_85;"L |
Introduction

Je suis une rédactrice expérimentée qui se spécialise dans la publication périodique. Durant mes 12 ans d'expérience, j'ai

Julie Bernard

DIRECTRICE DE L'A

travaillé avec de nombreux journaux et magazines.

=
Expérience professionnelle

- Gestion des flux de travail pour la
rédaction d'articles

- Rédaction et édition d'articles

- Planification stratégique

- Développement de l'intrigue

- Gestion du contenu du site web

RS
Compétences de base

- Rédaction créative et création de
contenu

- Rédaction et édition

- Narration et voix de marque

- Activation des médias et réseautage
- Marketing numérique

Coordonnées

Bureau : 12, rue de la Paix, 75 000 Paris
bonjour@sitevraimentsuper.fr

E-mail : Bonjour@www.sitevraimentsuper.fr
Site web : www.sitevraimentsuper.fr

RS
Parcours professionnel

Directrice de la rédaction
Magazine de style de vie Paris s'Endort | 2020 - présent

- Rationalisation du flux de travail éditorial afin de maximiser l'efficacité
- Recrutement et formation du personnel éditorial
- Responsable du respect des délais d'impression et de distribution

Secrétaire de rédaction

Le Journal de l'Ouest | 2017 - 2021

- Rédaction d'articles

- Coordination avec les auteurs et renforcement du respect des délais
- Facilitation des réunions pour le développement des scénarios

DS
Parcours académique

Université nationale de Condorcet

Faculté des sciences de la communication | juin 2008

Diplôme en communication, spécialité création littéraire (major de promotion)

Boursière universitaire
Prix de l'étudiante de la fondation Victor Hugo

Lycée de Condorcet

Centre d'apprentissage spécialisé] juin 2004

Major de promotion

Prix du jeune écrivain

Prix du meilleur étudiant en mathématiques
Étudiante-athlète de l'année

Prix de l'écriture

 

RÉDACTION"
CV_86;"DIRECTRICE DE CONSTRUCTION

PROFIL PERSONNEL

Je suis un professionnel du bâtiment qui a des années
d'expérience dans la gestion de différents rôles sur des sites.
Je gère actuellement des projets de construction majeurs.

COMPÉTENCES ET EXPERTISE

- Sait gérer des outils et du matériel de construction
- Expérience dans les activités quotidiennes liées à la construction
- Capacités de gestion et de supervision exceptionnelles

CONTACTEZ-NOUS

Adresse :8, rue de la République, 75002 Paris, France
Téléphone : 01 38 44 76 89

E-mail: bonjour @sitevraimentsuper.fr

Site internet : www.sitevraimentsuper.fr

RÉFÉRENCES
PERSONNELLES

Martin Fourcant,

Bâtisseurs de France
0127181288
bonjour@sitevraimentsuper.fr
Céline Letellier,

BTPro

01 45943675
bonjour@sitevraimentsuper.fr

PT I La SUR RE

  

N,

HISTORIQUE DE CARRIÈRE

Directrice de construction
BTPro | Avril 2020 - présent

- Supervision du personnel logistique de la construction et des
opérations quotidiennes

- Garantie du suivi du planning dans les activités de construction

- Recrutement complet de l'équipe de construction

Directrice de projet
Bâtisseurs de France | Mai 2016 - mars 2021

- Coordination des aspects majeurs des projets de construction

- Obtention des permis de construire et de la location des équipements

- Suivi du calendrier de construction

FORMATION UNIVERSITAIRE

École de Commerce Léonard De Vinci

Maîtrise de gestion | Diplômée en juin 2016
- Obtention d'un diplôme avec un double axe gestion
stratégique et opérations et logistique

- Études de cas sur la construction et le développement
immobilier

Université Descartes
BTS en génie civil | Diplômée en juin 2014

- Diplômée et deuxième de promotion, classe de 2014
- Vice-Présidente de l'association des Étudiants ingénieurs
- Prix d'encadrement et du succès scolaire"
CV_87;"DD LCD D EDS EDITÉ

e

 

 

K

 

< A la recherche d'un
poste de gestionnaire
Eco-responsabilité

> ONE Vi

Tél : +33.69.54.83.93
120, rue Jeanne
d'Arc.13000,

< ina.g@mailto.com

K

 

 

CARANCE
THOMAS

EXPÉRIENCES PROFESSIONNELLES

Responsabilité de Pôle, service et équipe
AXUIE a NT leE]
management et gestion des équipes Eaux et Incendies

Manager Eco-responsabilité de la ville
MEHR OV ETETIE

Gestion des projets citadins, mise en place des équipes
et des process de développement locaux.

FORMATION

Lorraine - IUT
Licence Pro Logistique globale et éco-responsabilité
So ETES 14e tat-téeEN =el lola al en t-1 als

CETTE ET te 110
Bac Economie et Social

COMPÉTENCES

Systèmes et outils de management environnemental,
méthodologie SME - système de management
environnemental

(SE OIL So eat lol

Cole ant VE el tee at ant ai LE RU a RES ee MIRE) 0]
re EC (01e a

Techniques de communication

Gestionnaire et
pratiques managériales
dans le domaine de
ROSES

 

 

 

 

OT

Q

NSNSINNS NN SNS SINNNNINIEN"
