CV_number;CV_text_brut
CV_91;"PROFIL

Infirmière agréée passionnée par
la prise en charge des nouveau-
nés et des enfants, je souhaiterais
poursuivre un doctorat en
sciences infirmières néonatales
pour devenir infirmière
praticienne en néonatologie.
Forte de mon expérience, de mes
compétences et de ma formation,
je suis la candidate idéale pour
cette filière.

COORDONNÉES

& 01-23-45-67-89

bonjour@supersite.fr

3, rue de la République,
9 69001 Lyon, France

MURIELLE GAUTIER

Maîtrise en Soins infirmiers

EXPÉRIENCE PROFESSIONNELLE

INFIRMIÈRE AU SERVICE DES SOINS INTENSIFS, HÔPITAL SAINT-YVES

Centre médical du lycée Beaulieu | Juin 2017 à aujourd'hui

Mes responsabilités comprennent :

+ Administation des médicaments, suivi des signes vitaux et des nutriments
essentiels aux nouveau-nés - Responsable de la tenue et de la mise à jour
des dossiers relatifs aux soins du patient - Communication et éducation
des parents concernant les activités quotidiennes et les procédures de
soins à domicile

INFIRMIÈRE EN PÉDIATRIE

Centre médical de Condorcet | mars 2015 - juin 2017
Mes responsabilités comprennent :

+ Soins avant et après les opérations - Surveillance et
administration de médicaments - Traitement des plaies -
Prélèvement des échantillons sur des patients et surveillance
de leur pouls, leur température et de leur pression artérielle -
Vérification de l'état du patient et suivi des fonctions telles que
la respiration - Gestion des urgences

FORMATION

UNIVERSITÉ DE CONDORCET

Septembre 2011 à 2015

Licence en soins infirmiers, FNESI de Grenoble (Fédération Nationale des
Étudiant.e.s en Soins Infirmiers)

LYCÉE SAINT-PAUL
Septembre 2007-2011

Capitaine de l'équipe de volley et Présidente du conseil étudiant pendant ma
dernière année
"
CV_92;" 

INGÉNIEUR EN
INFORMATIQUE

Coordonnées

PAR 7)

©

10, rue d'Alésia,
75014 Paris, France

D<

Bonjouresitevraimentsuper.fr
www.sitevraimentsuper.fr

Linkedin : esitevraimentsuper

 

JULIE
PARVOIT

 

Je suis une ingénieur en informatique avec plus de vingt ans
d'expérience dans le secteur de la technologie, qui peut fournir
une expertise précieuse pour les entreprises qui démarrent.

DOMAINES D'EXPERTISE

 

+ J'ai travaillé sur différents types de projets, et j'ai maîtrisé
plusieurs langages de programmation et de codage, de même que
j'ai effectué des tests et des débogage de logiciels

EXPÉRIENCE PROFESSIONNELLE

 

INGÉNIEUR LOGICIEL EN CHEF
LA TECHNOLOGIE CÂBLÉE | MAI 2020 - À AUJOURD'HUI

+ Gestion de la plus grande équipe d'ingénieurs logiciel de la société
. S'assurer que les projets majeurs suivent la chronologie établie
+ Communiquer les besoins de l'équipe aux autres départements

INGÉNIEUR LOGICIEL PRINCIPAL
LES STRATÉGIES LOGICIELLES | MAI 2015 - MARS 2020

e Concevoir et développer des systèmes d'information pour les clients
. Aider l'équipe sur les différents aspects des projets
+ Gestion d'équipe lorsque le chef d'équipe est indisponible

FORMATION SCOLAIRE

 

UNIVERSITÉ DE CHARENTON
MASTER EN INGÉNIERIE LOGICIELLE, CLASSE DE 2008

+ Diplômée avec les honneurs

+ Maîtrise en programmation avancée

+ À travaillé en tant que superviseur étudiant pour
le bureau technique de l'université de Charenton
"
CV_93;"VALENTINE GUÉRIN

Spécialiste en ressources humaines

 

COMPÉTENCES PRINCIPALES

- Formation et développement des employés

- Meilleures pratiques de recrutement

- Mécanisme souple appliqué aux RH

- Systèmes informatiques liés aux RH et science des données

EXPÉRIENCE PROFESSIONNELLE

Directrice générale des RH

SOLUTIONS NUMÉRIX | MARS 2018 À PRÉSENT

+ S'assure un excellent niveau de participation du personnel
+_ Offre un accompagnement du personnel

+ _ Supervise le système d'information des RH

+ Contribue à la planification organisationnelle

Généraliste en ressources humaines
LOGICIELS CPU | FÉVRIER 2015 - MARS 2018

+ Facilite l'embauche des nouveaux employés

+ Travaille étroitement avec le service de la paie et
gère le programme des aides sociales

+ Organise et anime des formations du personnel

PARCOURS UNIVERSITAIRE

Université Descartes

DUT DE GESTION ADMINISTRATIVE, 2014

+ _ Thèse sur le comportement organisationnel des
entreprises technologiques

+ Option psychologie

+ _Vice-présidente du cabinet de conseil en gestion

BXCG

 

PROFIL

Je suis une specialiste en
ressources humaines avec
plus de 5 ans d'expérience
dans le recrutement, la mise
en œuvre de programmes,
les systèmes techniques et
l'analytique du personnel.

COORDONNÉES

Téléphone : 04 70 45 67 89
E-mail : bonjouresitevraimentsuper.fr
Adresse : 12, rue Blaise Pascal, 03200 Vichy

Facebook : esitevraimentsuper

RÉFÉRENCES

Jérôme Forêt
Professeure à l'Université Descartes
Isabelle Marret
Présidente de Solutions Numérix
Réné Arnaud
DRH à Logiciels CPU
"
CV_94;"CORBIN
ENUEOR

GESTIONNAIRE DE RÉSEAUX SOCIAUX

COORDONNÉES

01-23-45-67-89
HELLO@SITEVRAIMENTSUPER.FR
WWW.SITEVRAIMENTSUPER.COM

 

PROFIL

Je suis un gestionnaire de réseaux sociaux expérimenté qui
cherche un poste à plein temps dans le domaine des réseaux
sociaux et de la communication marketing, où je peux mettre en
pratique mes connaissances en vue de m'améliorer.

EXPÉRIENCE PROFESSIONNELLE

PRODUCTEUR DE RÉSEAUX SOCIAUX
SOCIÉTÉ DE COMMUNICATION NOUVEAUX RÉSEAUX | FÉVRIER 2013 - DÉCEMBRE 2014

+ Gestion des comptes de réseaux sociaux et création de réseaux
sociaux pour des publications quotidiennes Augmentation du
nombre d'abonnées et des mentions j'aime de 200 %

STAGIAIRE EN COMMUNICATION
COMPAGNIE MÉDIAS INTERACTIFS | AVRIL 2012 - JANVIER 2013
+ _Développe une stratégie de réseaux sociaux pour
augmenter le nombre d'abonnés du site web de la société

+ Supervise une campagne virale pour l'un des nouveaux
produits de la société

ÉDUCATION

LICENCE INFORMATION ET COMMUNICATION

UNIVERSITÉ DE CONDORCET | 2009 - 2013
LICENCE EN MIASHS

QUALIFICATIONS

+ SEO et Google Analytics
«+ Stratégie réseaux sociaux
+ Marketing

+ Contenu Web

+ Rédaction Web

PRIX

ENTREPRISE NOUVEAUX MÉDIAS
PRIX DE LA STRATÉGIQUE MARKETING DES RÉSEAUX SOCIAUX,
DEC 2016
"
CV_95;"CÉLIA
ROBERT

DIPLÔMÉE DU
BACCALAURÉAT

OBJECTIF PRINCIPAL

Je suis diplômée du baccalauréat qui
espère obtenir une bourse d'études
complète pouvant m'aider à faire des
études en journalisme. J'aime écrire des
articles d'actualité.

ACCOMPLISSEMENTS

- Meilleure rédactrice (2020) - Meilleur
rapport de lecture (2020) - Meilleur jeune
écrivain (2019) - Meilleur rapport d'enquête
(2018) - Meilleure rédactrice (2017)

COORDONNÉES

Téléphone : O1 23 45 67 89
Portable : 06 23 56 89 40
bonjour@sitevraimentsuper.fr
www.sitevraimentsuper.fr

12, rue Desaix, 75003 Paris

 

EXPÉRIENCE PROFESSIONNELLE

Collaboratrice de magazine
MÉTRO O EEE 010

- Publication d'articles hebdomadaires sur la mode et le style de
vie - Rédaction de critiques de produits de beauté - Aide aux
éditeurs pour organiser et concevoir le magazine

Aide-enseignant
Lycée Condorcet | 2018 - 2019

NC Te at Re Ro) ae = Note
quotidiens - Classe et organise les examens - Récolte
les devoirs quotidiens auprès des étudiants - Surveillant

ANTÉCÉDEN

 

ACADÉMIQUES

 

Lycée Condorcet
Promo 2020 | Étudiante ECO ERIC UT

- Rédactrice en chef, Le petit journal de Condorcet -
Présidente, Le Cercle des écrivains - Membre, Le
débat en société - Membre, Le Club de littérature -
Membre, Le Club de danse

École primaire Ronsard
Promo 2016 | Major de promotion

- Rédactrice en chef, Le petit journal - Présidente,
Le Cercle des écrivains - Membre, Le débat de la
IEC Cale CR Rolle EC E de en trle [US
Membre, Le Club de danse

RINCIPAUX INTÉRÈ

OUI ea neo) o 0x

CN Entente ee 1lolaRel=nilles
Documentaires - Longs métrages -
Mode et style de vie - Art - Musique -
LEE \ronlir UT
"
CV_96;" 

MOHAMMED MOULIK

ANALYSTE DE SYSTÈMES

PROFIL PERSONNEL

Je suis un analyste de systèmes axés sur
les résultats avec d'excellentes
capacités de communication, de même
qu'une connaissance approfondie des
systèmes numériques et des processus
de chaîne d'approvisionnement.

COMPÉTENCES DE BASE

Développement de logiciels de base
Documentation de projet

Analyse de modèle économique
Résolution de problèmes Tests de
qualité

Concepteur de stratégie

Utilisateur de recherche et formation

COORDONNÉES DE CONTACT

Adresse de l'entreprise : 12, rue des boulons,
Aubervilliers 93330, France

E-mail : bonjour@sitevraimentsuper.fr
Portfolio : www.sitevraimentsuper.fr
Linkedin : @sitevraimentsuper

 

 

 

EXPÉRIENCE PROFESSIONNELLE

Analyste de systèmes
Numérique et cie. Juin 2018 - à aujourd'hui

- Étudier les systèmes organisationnels des clients
Translater des exigences commerciales en designs
fonctionnels

- Formation du personnel et des utilisateurs sur
différents logiciels d'ordinateur

Analyste Data principal
La fabrique numérique Avril 2017 - mai 2018

- Données collectées et analysées dans divers
cadres

- Dépannage des problèmes logiciels

- Applications de techniques statistiques pour
diagnostiquer les problèmes commerciaux

PARCOURS UNIVERSITAIRE

Institut de Montpellier

Diplôme d'études supérieures | Février 2018
- janvier 2019

Diplôme d'ingénierie en procédure commerciale
- Formation approfondie sur l'optimisation des
procédures et systèmes commerciaux en utilisant
les systèmes technologique

Université de Montpellier

Licence en Sciences | Juin 2011 - juin 2015

BTS Ingénierie informatique

Option systèmes des entreprises

Coordinateur de projets à l'institut de Montpellier,
Bourse universitaire de la fondation des Tanguy

RÉFÉRENCES PROFESSIONNELLES

Marc Petit,

PDG, Électron

Email : bonjour@sitevraimentsuper.fr
Caroline Veillard

Coordinatrice principale,

Institut de l'atome

Email : bonjour@sitevraimentsuper.fr
"
CV_97;"TÉO ARNAUD

PROFESSEUR D'ANGLAIS

Récapitulatif professionnel

SÉRIE CUT Etat lE TE VEN ECTe [EI
encourage les étudiants à avoir une pensée

critique et créative. J'enseigne également
l'espagnol.

Don ENTER Sd

HET)

Littérature et langue anglaise
CASE TU

5. Notation, rapports et évaluation

Contactez-moi :

Email : bonjour@sitevraimentsuper.fr
Site web : www.sitevraimentsuper.fr
RC RO VE IL at e CA: ol EEE
12 rue du brie 77600 Bry-sur-Marne

 

 

Expérience de travail
Professeur d'anglais au collège

Collège Marie Curie | octobre 2018 - présent

1.Enseignement aux élèves de Ge, 5e et 4e
2.Professeur principal de 30 élèves
3.Aïder le Directeur du département de langue anglaise à organiser des événements

Professeur au collège et au lycée

Lycée Blaise Pascal | juin 2016 - septembre 2018

1.Enseignement de l'anglais de la 6e à la 1ère

2.Préparation de leçons complètes qui encouragent les étudiants à développer leur créativité
3.Organiser les rencontres du groupe de lecture

Parcours universitaire
Université Descartes

CAPES | mai 2015

1.Certificat de l'enseignement professionnel
2.Suivi de cours d'éducation. de psychologie et de communication publique
3.Réalisation de classes test en anglais et théâtre

Université Paris-Dauphine
Licence d'anglais | juillet 2010
1.Licence de littérature anglaise, mineure en communication - Mention très bien

2.Tutrice en écriture, centre Académia
3.Assistante professeure d'espagnol, institut du langage de Hyères

Publications

«Une manière d'enseigner peu orthodoxe : Redéfinir la classe », Revue
pédagogique (2018) « Quand l'anglais et l'espagnol se rencontrent »,
Espace multiculturel (2016)
"
CV_98;" 

THIERRY
KLEIN

Médecin généraliste

PROFIL PERSONNEL

Je suis un médecin motivé possédant une
connaissance approfondie de l'évaluation des
besoins médicaux des patients et de la création de
plans de traitement adaptés.

DISTINCTIONS ACADÉMIQUES

Highland d'excellence (2016) - Remise des prix
d'excellence des étudiants (2014) - Prix des
étudiants de l'Université Blaise Pascal (2012) - Prix
académique du cercle des étudiants (2011)

COORDONNÉES

Portable : 06 23 56 78 90

Téléphone : 01 32 54 76 98

E-mail : bonjour@sitevraimentsuper.fr
Site web : www.sitevraimentsuper.fr
Adresse : 12, rue Desaix, 75110 Paris

EXPÉRIENCE PROFESSIONNELLE
Médecin résident

Hôpital général de Condorcet 2019 à 2023

- Traite jusqu'à 10 patients par jour - Oriente les patients
vers des spécialistes au besoin - Suivi des conditions
quotidiennes des patients - Nommé résident en chef

Stage en médecine
Centre médical de Condorcet 2018 à 2019

- Enregistre et analyse les antécédents médicaux - Effectue des
examens physiques - Conseille les patients concernant les plans de
traitement - Effectue des procédures non chirurgicales mineures

FORMATION UNIVERSITAIRE

École de médecine de Nantes
Docteur en médecine, promo 2020

- A reçu des distinctions académiques en 2016 et 2018 - Excelle dans
divers domaines tels que l'anesthésiologie, la neurologie, la pédiatrie
et la chirurgie générale

Université de Condorcet
Licence en Sciences et Biologie moléculaire, 2014

- Maintien de la mention « Très bien » - Diplômé avec les
honneurs du jury - Chef du Cercle scientifique de
Condorcet - Prix de la meilleure thèse - Membre non-
concurrent de l'équipe de football

COMPÉTENCES PRINCIPALES

- Soins préventifs - Diagnostic différentiel -
Immunisations - Évaluation du patient -
Conformité à la réglementation -
Diagnostiques - Soins des blessures
"
CV_99;"   
 

MON PROFIL PERSONNEL

Je suis technicien et électricien, spécialisé dans le
chauffage, la ventilation et la climatisation, qui cherche
un poste à temps plein dans une société dynamique.

ACCRÉDITATIONS

- Diplôme de niveau III en services électrotechniques
- Accrédité par l'Agence nationale pour l'installation
électrique

- Certification en montage CVC

TRAVAUX ANTÉRIEURS
Chef électricien

Court-circuit et Compagnie
- Diriger une équipe d'électriciens et de techniciens

- Supervision des projets de l'entreprise

- Recrutement et formation du personnel

- Réalisation d'inspections et d'installations sur les sites

 

2017 à aujourd'hui

Spécialiste CVC

Les conduits bouchés et co 2010-2017

- Travaux réalisés liés aux systèmes de qualité de l'air, y compris
l'installation, l'inspection et la réparation en urgence

- Délivrance de garantie de services et de maintenance

 

Daniel
Rosevale

TECHNICIEN DE CLIMATISATION

COMMENT ME CONTACTER

Téléphone : 01 33 56 66 78

Portable : 06 12 12 42 12 E-mail :
bonjour@sitevraimentsuper.fr
Adresse postale : 23, rue des faisans
Toussus-le-Noble 78117, Yvelines

COMPÉTENCES DE BASE

- Compétences en systèmes CVC

- Connaissance des normes de sécurité électrotechniques
- Formation dans les protocoles électriques

- Excellentes compétences de gestion du temps

ÉDUCATION ET FORMATION
Université technique Bussy

Accréditation pour les services électrot:

 

1iques
Formation aux services électrotechniques

- Suivi complet des cours de niveau 1, Il et Ill pour le diplôme en juin
2010 avec certificat de formation spécialisé en CVC

Lycée Professionnel Monceau

Lycée, classe 2009

- Diplômé du lycée, avec une moyenne générale de 88%

- Membre de la société des jeunes constructeurs et du Club des
jeunes scientifiques

- Pigiste pour la Petite revue hebdomadaire

  
"
CV_100;"LT 7 NU) 11

DIRECTEUR DE MAGASIN

 

QUALIFICATIONS
INTERACTION AVEC LE PUBLIC
- RECHERCHE DE CONTENU

- RÉDACTION PUBLICITAIRE

FORMATION
ÉCOLE DE COMMERCE DE

CONDORCET 2010 - 2014

LYCÉE SAINT-PAUL
2005 - 2010

COORDONNÉES
01 23 45 89 12
MICHELMAURIN@GMAIL.COM

PROFIL

EXPÉRIENCE DU BON FONCTIONNEMENT DE MAGASIN ET DE LA
RÉALISATION D'OBJECTIFS, DE LA COMPRÉHENSION DES BESOINS DU
MARCHÉ ET DES STRATÉGIES NÉCESSAIRES POUR AUGMENTER LES
VENTES ET SUPERVISION DE LA BONNE PRÉSENTATION DES PRODUITS

EXPÉRIENCE PROFESSIONNELLE

DIRECTEUR DE MAGASIN CHEZ BERNARD | 2015 - PRÉSENT
+ RESPONSABLE DU FONCTIONNEMENT DU MAGASIN +
FORMATION ET SUPERVISION DES EMPLOYÉS

+ AIDE LES CLIENTS DANS TOUS LES DOMAINES

DIRECTEUR ADJOINT DE MAGASIN CHEZ JEAN DUMONT | 2011 - 2015
* GESTION HEBDOMADAIRE DE L'INVENTAIRE + VÉRIFICATION DE
L'UTILISATION EFFECTIVE DES ESPÈCES

* RÉFLEXION SUR LES STRATÉGIES POUR RÉDUIRE LES DÉPENSES DU
MAGASIN

RÉCOMPENSES

+ EMPLOYÉ DE L'ANNÉE 2012 CHEZ JEAN DUMONT
+ FÉLICITATIONS DU JURY À L'ÉCOLE DE
COMMERCE DE CONDORCET, 2009

 
"
CV_101;"HÉLÈNE
MICHEL

DRAMATURGE

 

PLUS D'INFORMATIONS À MON SUJET

J'écris des pièces pour les productions
Ajaccio depuis 2013. Mes œuvres ont été
reconnues par l'association des théâtres
français et ont été jouées sur des scènes
internationales.

PRIX ET RÉALISATIONS

- Dramaturge de l'année (2020) -
Scénariste de l'année (2019) - Meilleure
dramaturge (catégorie théâtre, 2018) -
Meilleur espoir en dramaturgie (2011)

COORDONNÉES

Téléphone : O1 23 45 67 89
Portable : 06 23 56 89 40
bonjour@sitevraimentsuper.fr
www.sitevraimentsuper.fr 12 rue
Desaix, 75003 Paris

EXPÉRIENCE PROFESSIONNELLE

Dramaturge

Le pêché révélé {Productions Ajaccio, 2015)

J'ai écrit la totalité du scénario et j'ai dirigé plus de 30
acteurs et actrices dans la pièce primée. J'ai aidé à produire
et à finaliser la production.

Dramaturge
Productions de théâtre Polichinelle (2010 - 2015)

- J'ai co-écrit et dirigée 15 longues pièces sous la direction d'un des
plus grands dramaturges de la région
- J'ai aidé divers dramaturges à finir leurs pièces

FORMATION UNIVERSITAIRE

Université de Condorcet
Licence LLCE, 2009

- Présidente du syndicat des étudiants - Vice-présidente
du club de dramaturgie - Membre et bénévole du
centre de soutien aux étudiants - Membre du club de
théâtre - Membre du club de lecture

Lycée François Mittérand

Baccalauréat 2005, mention très bien

- Vice-Présidente du conseil des délégués de la vie
lycéenne - Vice-Présidente du club de théâtre -
Membre du club d'anglais - Membre du Simul'ONU
- Membre de l'équipe de basket-ball

CENTRES D'INTÉRÊTS ET LOISIRS

Outre écrire des pièces, je suis Une passionnée de lecture et de
voyages. Quand j'ai du temps libre, je cuisine, je plante des fleurs,
je chante. je fais du bénévolat, de l'escalade et des marathons
"
CV_102;"© ©

Claudine Allard

ACTRICE DE THÉÂTRE

PROFIL PERSONNEL

Je suis une actrice de théâtre professionnelle avec une
vaste expérience dans 1 ductions en direct. J'ai
joué dans plus de 10 pièces de théâtre et 11 comédies
musicales. J'adore être sur scène !

RÉALISATIONS ET PRIX

- Meilleure actrice de théâtre (2020)
- Artiste de l'année (2019)
- Actrice la plus prometteuse (2019)

CONTACTEZ-MOI !

Maison : 01 44 56 78 90
Portable : 06 23 56 89 89
hello@supersite.fr www.supersite.fr
28, rue de la Paix 75000 Paris

 

PARCOURS PROFESSIONNEL

Actrice principale

The BAKS Full Production | 2018 - 2020

- À joué plusieurs rôles pour la maison de production BFP
- Création de nombreux costumes et accessoires
- A assisté le réalisateur dans les répétitions

Actrice dans un rôle secondaire

Organika Acteurs Cie | 2017 - 2018

ND ONDES ut CN ont dd
- Création de nombreux costumes et accessoires
- A assisté le réalisateur dans les répétitions

PARCOURS UNIVERSITAIRE

Université de Condorcet
Licence Arts du spectacle | 2013 - 2017

- Félicitations du jury, 2006-2007
- Gagnant du concours de théâtre, 2005-2006
- Membre actif du club de bénévolat du lycée

BARON TOILE

Promo 2013 | Major de Promotion

- Présidente du conseil étudiant

- Membre du club de théâtre

- Membre du cercle des artistes

- Membre du chœur officiel de l'école

- Chercheuse, jeunes artistes de Condorcet

THAT

NT RAM rer:

- Cinéma indépendant

- Les femmes au théâtre

- Production et réalisation
DS ONU Tr) TS
MOTS
"
CV_103;" 

INFORMATIONS PERSONNELLES

J'appartiens à la génération numérique et maîtrise les outils et
technologies des réseaux sociaux, avec des résultats prouvés
lorsqu'il s'agit de crée et mettre en place une bonne stratégies
marketing sur réseau sociaux

RÉCOMPENSES

- Collabore à l'une des principales campagnes virales diffusée
le jour de la Saint-Valentin

- Aide les comptes de l'entreprise à passer en statut vérifié

- Maintien d'un taux de réponse de 100% en un mois

POUR ME CONTACTER

Téléphone : 01 23 45 67 89
Portable : 06 12 34 56 78

E-mail : mn@sitevraimentsuper.fr
Site Web : www.sitevraimentsuper.fr
Facebook : @sitevraimentsuper
Instagram : @sitevraimentsuper

MARION NAUDIN

Gestionnaire de réseaux sociaux

 

EXPÉRIENCE PROFESSIONNELLE

Gestionnaire de réseaux sociaux

Société de communication NRN | février 2013 - décembre 2014

- Gestion de campagnes en ligne pour divers clients, gestion effective
de l'image et de l'engagement de la marque
- Augmentation de 50 % du trafic sur les réseaux sociaux

Stagiaire en marketing de réseaux sociaux
Ligne de vêtements Textiles et Cie | janvier 2012 - janvier 2013

- Aide la marque à obtenir une forte présence sur les réseaux sociaux
en traitant les questions quotidiennes
- Aide à développer des concepts au potentiel viral

FORMATION PROFESSIONNELLE

Université de Lyon
Licence en Communication d'entreprise

- Major de promotion - Rédactrice en chef du journal du
lycée, L'Atome - Présidente du club de débat du lycée
- Membre du club de marketing du lycée

Lycée Marie Curie
Major de promotion en 2008

- Présidente de l'équipe de majorettes de la ville (2008)
- Présidente du club de débat du lycée (2006 - 2008)
- Déléguée pour la vie lycéenne (2005)

FORMATION PROFESSIONNELLE

Je peux produire de la musique grâce à l'un des logiciels suivants :
AVID Pro Tools, FL Studio, Ableton Live, Adobe Premiere, Vegas Pro
15, Cubase et Fruity Loops.
"
CV_104;" 

DE

 

=
v
+
Le
©
so
+
v
D
©
2
v
ko)
Hi
v
S
©

INFOS A “
Ingénieur énergie, ÿ F k
spécialisé dans l'énergie « Q
éolienne Z\

(
CONTACT

102 av. de la Liberté,
33000, Bordeaux

Tel : +33.79.78.20.61
loic.barrau@mailto.com

EXPÉRIENCES PROFESSIONNELLES

Chef de projet éolien

Groupe Accord I 2014-2018
Gestion du secteur ""Electrotechnologie""

Chef de projet Energie durable
Eoliair
Chef de Projet dans le domaine des énergies

renouvelables (éolienne, photovoltaïque,
hydrolienne)

FORMATION

ENI Metz

école nationale d'ingénieurs de Metz
Mastère, option Energétique industrielle

Lycée Robert Schuman

EoliairBac S, option physique-chimie

COMPÉTENCES

connaissances techniques et réglementaires
dans le domaine de l'énergie et des EnR.
Maîtrise des techniques de gestion de projets
Bonne maîtrise de l'outil informatique eten
particulier des logiciels de gestion de projets;

ee

|

LE
—
"
CV_105;" 

CHLOÉ MESSOS

AVOCATE EN DROIT DE L'ENVIRONNEMENT

EXPÉRIENCES PROFESSIONNELLES

Avocate en droit de l'environnement

Dave & co

Avocate spécialisée en droit de l'éhique
environnementale

Avocate en droit de l'environnement

Trieger & Morris
Droit international Ethique et
Développement durable

FORMATION

Université Panthéon- Assas Paris II

Master | en droit

Spécialisation en droit de l'Ethique et de
l'environnement

Lycée Blanc-Mesnil
Bac Economie et Social

INFOS

A la recherche d'un
emploi dans un cabinet
d'avocats spécialisé en
droit de l'environnement

CONTACT

56, av. des Champs Elysées
75000, Paris

Tel : +33.78.94.23.90
Chloé.messos@mailgo.com

COMPÉTENCES

Bonnes connaissances en
droit des obligations, droit
des sociétés, droit
commercial, droit social,
principales matières
utilisées.

Langue : Anglais et Chinois"
CV_106;" 

GAËL REVINA

Développeur web & mobile

INFOS
Développeur web et mobile

CONTACT

Tél : +33.76.49.87.03

174, rue des Gaulois 06000,
Nice
gaeldevina@develop.com

RÉCOMPENSE

Prix Hackathon 201, conception
application écologique, France

 

EXPÉRIENCES PROFESSIONNELLES

Développeur mobile
START UP ""MEDINA""

Développement de l'application mobile Medina.co

Développeur Web
LES PETITS RUBANS

Développement du site. Font-end, back-end

 

FORMATION

Epitech

BACHELOR
Développement web, technique et numérique

Lycée Baptiste Poquelin
BAC ES, OPTION ÉCONOMIE

 

COMPÉTENCES

e Le HTML

e LeCss

e Le JavaScriptLe PHP
e LeJava

e Le Python

e LeC++

e LeC#

e Le SQL
"
CV_107;" 

 

 

erge Franc

 

 

 

 

Profil

Sensibilisé à la cause
écologique, je me suis
dirigié vers des activités
d'ingénierie durable à la
fin de mes études.

Contact

Tél : +33.66.17.97.23
09, rue du lac,

06000, Nice
serge.franc@mailo.com

Compétences

maîtrise et connaissance
des matériaux éco-
responsables

connaissance des
processus de recyclage

Modélisation et
Conceptualisation des
espaces 3D

 

 

 

Ingénieur des matériaux
éco-responsables

Expériences Professionnelles
Ingénieur d'équipe

Start-up Néo mundis I 2017- Aujourd'hui

Gestion et développement de la plateforme de
communication inter ONG

Assistant Ingénieur
Mibiléo écolo I 2015-2017

Formation

Ecole d'Ingénieurs, Arts et Métiers
Diplôme d'Ingénieur (2014)

Spécialisation bois et acier

Lycée Bellevue (2011-2014)

Optention du Baccalauréat S, option mathématiques

 
"
CV_108;"MARC
BOISSEAU

Manager Social Media des ONG

 

EXPÉRIENCES PROFESSIONNELLES

Social Media Editor

Agence Dagobert I 2017-aujourd'hui

- coordination des projets
- prospection
- partenariats

Chef de projet associatif | 2015- 2016 INFOS

Les enfants indigos
Je cherche un emploi dans

Guide de communication la communication
promotion citoyenne, suivi des projets associative
FORMATION CONTACT

| . 32 rue du pont neuf,
Lycée Pierre Lou 64000, Pau
BTS gestion et comptabilité (2014) Tel: +33.64.21.92.23

marcboisseau@jetbiz.com
option vie associative

Lycée Roussel
BAC STMG (2011)

COMPÉTENCES

suivi financier
gestion des projets
analyses anticipatives

 
"
CV_109;"Gaël

Développeur

Infos

Développeur web et
mobile

Récompense

Prix Hackathon 201,
conception application

écologique, France

Contact

Tél +33.76.49.87.03
174, rue des Gaulois

06000,
gaeldevina@develop.com

Nice

  
 

Revina

web & mobile

N

Expériences professionnelles

Fondateur

Start Up ""Medina""

Développement de l'application mobile Medina.co

Développeur Web

Les petits rubans

Développement du site. Font-end, back-end

Formation

Epitech
Bachelor

Développement web, technique et numérique

Lycée Baptiste Poquelin

Bac ES, option économie

Compétences

Le HTML

Le CSS

Le JavaScriptLle PHP
Le Java

Le Python

Le C++

Le C#

Le SQL
"
CV_110;"EMMA
GIRAUD

Architecte spécialisée en
matériaux écologiques

Profil

Expériences
professionnelles

Formation

Compétences

Contact

 

Je suis une architecte d'intérieure spécialisée en
dévloppement durable. Sensible à la cause écologique, je
n'utilise que des matériaux éco-responsables.

Designer d'Intérieur
Le monde d'Archi 1 2016- Aujourd'hui
(création des plans, gestion des contrats et des ventes,

partenariats écologiques)

Designer Junior
Studio soleil Bois | 2014-2016

Assitante premier architecte

Ecole d'Architecture de Paris
diplôme d'architecte (2013)

Section recyclage et matériaux

Lycée Charles de Gaulle (2006-2009)
Optention du Baccalauréat L, option Arts plastiques

Suite Adobe Mockup Packages
SketchUp Environmental design
modélisation 3D

Tél : +33.67.32.00.00
32, rue du Chemin Vert, 69000, Lyon
emma.giraud@mailcool.com
"
CV_111;"DD LCD D EDS EDITÉ

e

 

 

K

 

< A la recherche d'un
poste de gestionnaire
Eco-responsabilité

> ONE Vi

Tél : +33.69.54.83.93
120, rue Jeanne
d'Arc.13000,

< ina.g@mailto.com

K

 

 

CARANCE
THOMAS

EXPÉRIENCES PROFESSIONNELLES

Responsabilité de Pôle, service et équipe
AXUIE a NT leE]
management et gestion des équipes Eaux et Incendies

Manager Eco-responsabilité de la ville
MEHR OV ETETIE

Gestion des projets citadins, mise en place des équipes
et des process de développement locaux.

FORMATION

Lorraine - IUT
Licence Pro Logistique globale et éco-responsabilité
So ETES 14e tat-téeEN =el lola al en t-1 als

CETTE ET te 110
Bac Economie et Social

COMPÉTENCES

Systèmes et outils de management environnemental,
méthodologie SME - système de management
environnemental

(SE OIL So eat lol

Cole ant VE el tee at ant ai LE RU a RES ee MIRE) 0]
re EC (01e a

Techniques de communication

Gestionnaire et
pratiques managériales
dans le domaine de
ROSES

 

 

 

 

OT

Q

NSNSINNS NN SNS SINNNNINIEN
"
